Mon Aug 29 09:48:01 EDT 2016,1472478481,83
Mon Aug 29 10:00:01 EDT 2016,1472479201,83
Mon Aug 29 11:28:01 EDT 2016,1472484481,100
Mon Aug 29 11:30:01 EDT 2016,1472484601,100
Mon Aug 29 11:32:01 EDT 2016,1472484721,100
Mon Aug 29 11:52:45 EDT 2016,1472485965,100
Mon Aug 29 11:54:01 EDT 2016,1472486041,100
Mon Aug 29 11:56:01 EDT 2016,1472486161,100
Mon Aug 29 11:58:01 EDT 2016,1472486281,100
Mon Aug 29 12:00:01 EDT 2016,1472486401,100
Mon Aug 29 12:02:01 EDT 2016,1472486521,100
Mon Aug 29 12:04:01 EDT 2016,1472486641,100
Mon Aug 29 12:06:01 EDT 2016,1472486761,100
Mon Aug 29 12:08:01 EDT 2016,1472486881,100
Mon Aug 29 12:10:01 EDT 2016,1472487001,100
Mon Aug 29 12:12:01 EDT 2016,1472487121,100
Mon Aug 29 12:14:01 EDT 2016,1472487241,100
Mon Aug 29 12:16:01 EDT 2016,1472487361,100
Mon Aug 29 12:18:01 EDT 2016,1472487481,100
Mon Aug 29 12:20:01 EDT 2016,1472487601,100
Mon Aug 29 12:22:01 EDT 2016,1472487721,100
Mon Aug 29 12:24:01 EDT 2016,1472487841,100
Mon Aug 29 12:26:01 EDT 2016,1472487961,100
Mon Aug 29 12:28:01 EDT 2016,1472488081,100
Mon Aug 29 12:30:01 EDT 2016,1472488201,100
Mon Aug 29 12:32:01 EDT 2016,1472488321,100
Mon Aug 29 12:34:01 EDT 2016,1472488441,100
Mon Aug 29 12:36:01 EDT 2016,1472488561,100
Mon Aug 29 12:38:01 EDT 2016,1472488681,100
Mon Aug 29 12:58:05 EDT 2016,1472489885,99
Mon Aug 29 13:00:01 EDT 2016,1472490001,99
Mon Aug 29 13:02:01 EDT 2016,1472490121,99
Mon Aug 29 13:04:01 EDT 2016,1472490241,98
Mon Aug 29 13:06:01 EDT 2016,1472490361,97
Mon Aug 29 13:08:01 EDT 2016,1472490481,97
Mon Aug 29 13:10:01 EDT 2016,1472490601,96
Mon Aug 29 13:12:01 EDT 2016,1472490721,95
Mon Aug 29 13:14:01 EDT 2016,1472490841,95
Mon Aug 29 13:16:01 EDT 2016,1472490961,94
Mon Aug 29 13:18:01 EDT 2016,1472491081,93
Mon Aug 29 13:20:01 EDT 2016,1472491201,93
Mon Aug 29 13:22:01 EDT 2016,1472491321,92
Mon Aug 29 13:24:01 EDT 2016,1472491441,92
Mon Aug 29 13:26:01 EDT 2016,1472491561,91
Mon Aug 29 13:28:01 EDT 2016,1472491681,90
Mon Aug 29 13:30:01 EDT 2016,1472491801,90
Mon Aug 29 13:32:01 EDT 2016,1472491921,89
Mon Aug 29 13:34:01 EDT 2016,1472492041,88
Mon Aug 29 13:36:01 EDT 2016,1472492161,88
Mon Aug 29 13:38:01 EDT 2016,1472492281,87
Mon Aug 29 13:40:01 EDT 2016,1472492401,87
Mon Aug 29 13:42:01 EDT 2016,1472492521,86
Mon Aug 29 13:44:01 EDT 2016,1472492641,85
Mon Aug 29 13:46:01 EDT 2016,1472492761,85
Mon Aug 29 13:48:01 EDT 2016,1472492881,84
Mon Aug 29 13:50:01 EDT 2016,1472493001,83
Mon Aug 29 13:52:01 EDT 2016,1472493121,83
Mon Aug 29 13:54:01 EDT 2016,1472493241,82
Mon Aug 29 13:56:01 EDT 2016,1472493361,81
Mon Aug 29 13:58:01 EDT 2016,1472493481,81
Mon Aug 29 14:00:01 EDT 2016,1472493601,80
Mon Aug 29 14:02:01 EDT 2016,1472493721,79
Mon Aug 29 14:04:01 EDT 2016,1472493841,79
Mon Aug 29 14:06:01 EDT 2016,1472493961,78
Mon Aug 29 14:08:01 EDT 2016,1472494081,78
Mon Aug 29 14:10:01 EDT 2016,1472494201,77
Mon Aug 29 14:12:01 EDT 2016,1472494321,76
Mon Aug 29 14:14:01 EDT 2016,1472494441,76
Mon Aug 29 14:16:01 EDT 2016,1472494561,75
Mon Aug 29 14:18:01 EDT 2016,1472494681,74
Mon Aug 29 14:20:01 EDT 2016,1472494801,74
Mon Aug 29 14:22:01 EDT 2016,1472494921,73
Mon Aug 29 14:24:01 EDT 2016,1472495041,72
Mon Aug 29 14:26:01 EDT 2016,1472495161,72
Mon Aug 29 14:28:01 EDT 2016,1472495281,71
Mon Aug 29 14:30:02 EDT 2016,1472495402,70
Mon Aug 29 14:32:01 EDT 2016,1472495521,70
Mon Aug 29 14:34:01 EDT 2016,1472495641,69
Mon Aug 29 14:36:01 EDT 2016,1472495761,68
Mon Aug 29 14:38:01 EDT 2016,1472495881,68
Mon Aug 29 14:40:01 EDT 2016,1472496001,67
Mon Aug 29 14:42:01 EDT 2016,1472496121,66
Mon Aug 29 14:44:01 EDT 2016,1472496241,66
Mon Aug 29 14:46:01 EDT 2016,1472496361,65
Mon Aug 29 15:00:01 EDT 2016,1472497201,65
Mon Aug 29 15:02:01 EDT 2016,1472497321,68
Mon Aug 29 15:36:19 EDT 2016,1472499379,100
Mon Aug 29 15:38:01 EDT 2016,1472499481,100
Mon Aug 29 15:40:01 EDT 2016,1472499601,100
Mon Aug 29 15:42:01 EDT 2016,1472499721,100
Mon Aug 29 15:44:01 EDT 2016,1472499841,100
Mon Aug 29 18:12:30 EDT 2016,1472508750,98
Mon Aug 29 18:15:24 EDT 2016,1472508924,98
Mon Aug 29 18:16:01 EDT 2016,1472508961,97
Mon Aug 29 18:18:01 EDT 2016,1472509081,97
Mon Aug 29 20:06:12 EDT 2016,1472515572,94
Mon Aug 29 20:08:01 EDT 2016,1472515681,93
Mon Aug 29 20:10:01 EDT 2016,1472515801,92
Mon Aug 29 20:12:01 EDT 2016,1472515921,91
Mon Aug 29 20:14:01 EDT 2016,1472516041,90
Mon Aug 29 20:16:01 EDT 2016,1472516161,89
Mon Aug 29 20:18:01 EDT 2016,1472516281,89
Mon Aug 29 20:20:01 EDT 2016,1472516401,88
Mon Aug 29 20:22:01 EDT 2016,1472516521,87
Mon Aug 29 20:24:01 EDT 2016,1472516641,86
Mon Aug 29 20:26:01 EDT 2016,1472516761,86
Mon Aug 29 20:28:01 EDT 2016,1472516881,85
Mon Aug 29 20:30:01 EDT 2016,1472517001,84
Mon Aug 29 20:32:01 EDT 2016,1472517121,83
Mon Aug 29 20:34:01 EDT 2016,1472517241,83
Mon Aug 29 20:36:01 EDT 2016,1472517361,82
Mon Aug 29 20:38:01 EDT 2016,1472517481,81
Mon Aug 29 20:40:01 EDT 2016,1472517601,80
Mon Aug 29 20:42:01 EDT 2016,1472517721,80
Mon Aug 29 20:44:01 EDT 2016,1472517841,79
Mon Aug 29 20:46:01 EDT 2016,1472517961,78
Mon Aug 29 20:48:01 EDT 2016,1472518081,77
Mon Aug 29 20:50:01 EDT 2016,1472518201,76
Mon Aug 29 20:52:01 EDT 2016,1472518321,75
Mon Aug 29 20:54:01 EDT 2016,1472518441,75
Mon Aug 29 20:56:01 EDT 2016,1472518561,74
Mon Aug 29 20:58:01 EDT 2016,1472518681,73
Mon Aug 29 21:00:01 EDT 2016,1472518801,72
Mon Aug 29 21:02:01 EDT 2016,1472518921,71
Mon Aug 29 21:04:01 EDT 2016,1472519041,70
Mon Aug 29 21:06:01 EDT 2016,1472519161,70
Mon Aug 29 21:08:01 EDT 2016,1472519281,69
Mon Aug 29 21:10:01 EDT 2016,1472519401,67
Mon Aug 29 21:12:01 EDT 2016,1472519521,66
Mon Aug 29 21:14:01 EDT 2016,1472519641,64
Mon Aug 29 21:16:01 EDT 2016,1472519761,64
Mon Aug 29 21:18:01 EDT 2016,1472519881,100
Tue Aug 30 07:28:25 EDT 2016,1472556505,100
Tue Aug 30 07:30:01 EDT 2016,1472556601,100
Tue Aug 30 07:32:01 EDT 2016,1472556721,100
Tue Aug 30 07:34:01 EDT 2016,1472556841,100
Tue Aug 30 07:36:01 EDT 2016,1472556961,100
Tue Aug 30 07:54:01 EDT 2016,1472558041,100
Tue Aug 30 07:56:01 EDT 2016,1472558161,100
Tue Aug 30 07:58:01 EDT 2016,1472558281,100
Tue Aug 30 08:00:01 EDT 2016,1472558401,100
Tue Aug 30 08:02:01 EDT 2016,1472558521,100
Tue Aug 30 08:04:01 EDT 2016,1472558641,100
Tue Aug 30 08:06:01 EDT 2016,1472558761,100
Tue Aug 30 08:08:01 EDT 2016,1472558881,100
Tue Aug 30 08:10:01 EDT 2016,1472559001,100
Tue Aug 30 08:12:01 EDT 2016,1472559121,100
Tue Aug 30 08:14:01 EDT 2016,1472559241,100
Tue Aug 30 08:16:01 EDT 2016,1472559361,100
Tue Aug 30 08:18:01 EDT 2016,1472559481,100
Tue Aug 30 08:20:01 EDT 2016,1472559601,100
Tue Aug 30 08:22:01 EDT 2016,1472559721,100
Tue Aug 30 08:24:01 EDT 2016,1472559841,100
Tue Aug 30 08:26:01 EDT 2016,1472559961,100
Tue Aug 30 08:28:01 EDT 2016,1472560081,100
Tue Aug 30 08:30:01 EDT 2016,1472560201,100
Tue Aug 30 08:32:01 EDT 2016,1472560321,100
Tue Aug 30 08:34:01 EDT 2016,1472560441,100
Tue Aug 30 08:36:01 EDT 2016,1472560561,100
Tue Aug 30 08:46:01 EDT 2016,1472561161,99
Tue Aug 30 08:48:01 EDT 2016,1472561281,99
Tue Aug 30 08:50:01 EDT 2016,1472561401,98
Tue Aug 30 08:52:01 EDT 2016,1472561521,98
Tue Aug 30 08:54:01 EDT 2016,1472561641,97
Tue Aug 30 08:56:01 EDT 2016,1472561761,96
Tue Aug 30 08:58:01 EDT 2016,1472561881,96
Tue Aug 30 09:00:01 EDT 2016,1472562001,95
Tue Aug 30 09:02:01 EDT 2016,1472562121,94
Tue Aug 30 09:04:01 EDT 2016,1472562241,94
Tue Aug 30 09:06:01 EDT 2016,1472562361,93
Tue Aug 30 09:08:01 EDT 2016,1472562481,92
Tue Aug 30 09:10:01 EDT 2016,1472562601,92
Tue Aug 30 09:12:01 EDT 2016,1472562721,91
Tue Aug 30 09:14:01 EDT 2016,1472562841,90
Tue Aug 30 09:16:01 EDT 2016,1472562961,90
Tue Aug 30 09:18:01 EDT 2016,1472563081,89
Tue Aug 30 09:20:01 EDT 2016,1472563201,88
Tue Aug 30 09:22:01 EDT 2016,1472563321,88
Tue Aug 30 09:24:01 EDT 2016,1472563441,87
Tue Aug 30 09:26:01 EDT 2016,1472563561,86
Tue Aug 30 09:28:01 EDT 2016,1472563681,86
Tue Aug 30 09:30:01 EDT 2016,1472563801,85
Tue Aug 30 09:32:01 EDT 2016,1472563921,84
Tue Aug 30 09:34:01 EDT 2016,1472564041,84
Tue Aug 30 09:36:01 EDT 2016,1472564161,83
Tue Aug 30 09:38:01 EDT 2016,1472564281,83
Tue Aug 30 09:40:01 EDT 2016,1472564401,82
Tue Aug 30 09:42:01 EDT 2016,1472564521,81
Tue Aug 30 09:44:01 EDT 2016,1472564641,81
Tue Aug 30 09:46:01 EDT 2016,1472564761,80
Tue Aug 30 09:48:01 EDT 2016,1472564881,79
Tue Aug 30 10:00:01 EDT 2016,1472565601,83
Tue Aug 30 11:36:01 EDT 2016,1472571361,99
Tue Aug 30 11:38:01 EDT 2016,1472571481,99
Tue Aug 30 11:40:01 EDT 2016,1472571601,98
Tue Aug 30 11:42:01 EDT 2016,1472571721,97
Tue Aug 30 11:44:01 EDT 2016,1472571841,96
Tue Aug 30 11:46:01 EDT 2016,1472571961,95
Tue Aug 30 11:48:01 EDT 2016,1472572081,94
Tue Aug 30 11:50:01 EDT 2016,1472572201,93
Tue Aug 30 11:52:01 EDT 2016,1472572321,92
Tue Aug 30 11:54:01 EDT 2016,1472572441,91
Tue Aug 30 11:56:01 EDT 2016,1472572561,90
Tue Aug 30 11:58:01 EDT 2016,1472572681,89
Tue Aug 30 12:00:01 EDT 2016,1472572801,88
Tue Aug 30 12:02:01 EDT 2016,1472572921,87
Tue Aug 30 12:04:01 EDT 2016,1472573041,86
Tue Aug 30 12:06:01 EDT 2016,1472573161,85
Tue Aug 30 12:08:01 EDT 2016,1472573281,84
Tue Aug 30 12:10:01 EDT 2016,1472573401,83
Tue Aug 30 12:12:02 EDT 2016,1472573522,82
Tue Aug 30 12:14:01 EDT 2016,1472573641,81
Tue Aug 30 12:16:01 EDT 2016,1472573761,80
Tue Aug 30 12:18:01 EDT 2016,1472573881,79
Tue Aug 30 12:20:01 EDT 2016,1472574001,78
Tue Aug 30 12:22:01 EDT 2016,1472574121,77
Tue Aug 30 12:24:01 EDT 2016,1472574241,76
Tue Aug 30 12:26:01 EDT 2016,1472574361,76
Tue Aug 30 12:28:01 EDT 2016,1472574481,74
Tue Aug 30 12:30:01 EDT 2016,1472574601,73
Tue Aug 30 12:32:01 EDT 2016,1472574721,72
Tue Aug 30 12:34:01 EDT 2016,1472574841,70
Tue Aug 30 12:36:01 EDT 2016,1472574961,69
Tue Aug 30 12:38:01 EDT 2016,1472575081,68
Tue Aug 30 12:40:01 EDT 2016,1472575201,66
Tue Aug 30 12:42:01 EDT 2016,1472575321,65
Tue Aug 30 14:00:01 EDT 2016,1472580001,63
Tue Aug 30 14:02:01 EDT 2016,1472580121,62
Tue Aug 30 14:04:02 EDT 2016,1472580242,60
Tue Aug 30 14:06:01 EDT 2016,1472580361,59
Tue Aug 30 14:08:01 EDT 2016,1472580481,58
Tue Aug 30 14:10:01 EDT 2016,1472580601,56
Tue Aug 30 14:12:01 EDT 2016,1472580721,55
Tue Aug 30 14:14:01 EDT 2016,1472580841,53
Tue Aug 30 14:16:01 EDT 2016,1472580961,52
Tue Aug 30 14:18:01 EDT 2016,1472581081,51
Tue Aug 30 14:20:01 EDT 2016,1472581201,50
Tue Aug 30 14:22:01 EDT 2016,1472581321,49
Tue Aug 30 14:24:01 EDT 2016,1472581441,47
Tue Aug 30 14:26:01 EDT 2016,1472581561,46
Tue Aug 30 14:28:01 EDT 2016,1472581681,45
Tue Aug 30 14:30:01 EDT 2016,1472581801,44
Tue Aug 30 14:32:01 EDT 2016,1472581921,43
Tue Aug 30 14:34:01 EDT 2016,1472582041,41
Tue Aug 30 14:36:01 EDT 2016,1472582161,40
Tue Aug 30 14:38:01 EDT 2016,1472582281,39
Tue Aug 30 14:40:01 EDT 2016,1472582401,38
Tue Aug 30 14:42:01 EDT 2016,1472582521,38
Tue Aug 30 14:44:01 EDT 2016,1472582641,36
Tue Aug 30 14:46:01 EDT 2016,1472582761,35
Tue Aug 30 14:48:01 EDT 2016,1472582881,34
Tue Aug 30 14:50:01 EDT 2016,1472583001,34
Tue Aug 30 14:52:02 EDT 2016,1472583122,33
Tue Aug 30 14:54:01 EDT 2016,1472583241,32
Tue Aug 30 14:56:01 EDT 2016,1472583361,31
Tue Aug 30 14:58:01 EDT 2016,1472583481,30
Tue Aug 30 15:00:01 EDT 2016,1472583601,29
Tue Aug 30 15:02:01 EDT 2016,1472583721,28
Tue Aug 30 15:04:01 EDT 2016,1472583841,27
Tue Aug 30 15:06:01 EDT 2016,1472583961,26
Tue Aug 30 15:08:01 EDT 2016,1472584081,25
Tue Aug 30 15:10:01 EDT 2016,1472584201,24
Tue Aug 30 15:12:01 EDT 2016,1472584321,23
Tue Aug 30 15:14:01 EDT 2016,1472584441,23
Tue Aug 30 15:16:01 EDT 2016,1472584561,22
Tue Aug 30 15:18:01 EDT 2016,1472584681,21
Tue Aug 30 15:20:01 EDT 2016,1472584801,20
Tue Aug 30 15:22:01 EDT 2016,1472584921,19
Tue Aug 30 15:24:01 EDT 2016,1472585041,18
Tue Aug 30 15:26:01 EDT 2016,1472585161,17
Tue Aug 30 15:28:01 EDT 2016,1472585281,16
Tue Aug 30 15:30:01 EDT 2016,1472585401,15
Tue Aug 30 15:32:01 EDT 2016,1472585521,14
Tue Aug 30 15:34:01 EDT 2016,1472585641,13
Tue Aug 30 15:36:01 EDT 2016,1472585761,12
Tue Aug 30 15:38:01 EDT 2016,1472585881,12
Tue Aug 30 15:40:01 EDT 2016,1472586001,11
Tue Aug 30 15:42:01 EDT 2016,1472586121,10
Tue Aug 30 17:06:20 EDT 2016,1472591180,99
Tue Aug 30 17:08:01 EDT 2016,1472591281,98
Tue Aug 30 17:10:01 EDT 2016,1472591401,97
Tue Aug 30 17:12:01 EDT 2016,1472591521,97
Tue Aug 30 17:14:01 EDT 2016,1472591641,96
Tue Aug 30 17:16:01 EDT 2016,1472591761,95
Tue Aug 30 17:18:01 EDT 2016,1472591881,94
Tue Aug 30 17:20:01 EDT 2016,1472592001,93
Tue Aug 30 17:22:01 EDT 2016,1472592121,93
Tue Aug 30 17:24:01 EDT 2016,1472592241,92
Tue Aug 30 17:26:01 EDT 2016,1472592361,91
Tue Aug 30 17:28:01 EDT 2016,1472592481,90
Tue Aug 30 17:30:01 EDT 2016,1472592601,89
Tue Aug 30 17:32:01 EDT 2016,1472592721,88
Tue Aug 30 17:34:01 EDT 2016,1472592841,88
Tue Aug 30 17:36:01 EDT 2016,1472592961,87
Tue Aug 30 17:38:01 EDT 2016,1472593081,86
Tue Aug 30 17:40:01 EDT 2016,1472593201,85
Tue Aug 30 17:42:01 EDT 2016,1472593321,84
Tue Aug 30 17:44:01 EDT 2016,1472593441,84
Tue Aug 30 17:54:01 EDT 2016,1472594041,83
Tue Aug 30 17:56:01 EDT 2016,1472594161,82
Tue Aug 30 17:58:01 EDT 2016,1472594281,81
Tue Aug 30 18:00:01 EDT 2016,1472594401,79
Tue Aug 30 18:02:01 EDT 2016,1472594521,78
Tue Aug 30 18:04:01 EDT 2016,1472594641,76
Tue Aug 30 18:06:01 EDT 2016,1472594761,74
Tue Aug 30 18:08:01 EDT 2016,1472594881,73
Tue Aug 30 18:10:01 EDT 2016,1472595001,71
Tue Aug 30 18:12:01 EDT 2016,1472595121,69
Tue Aug 30 18:14:01 EDT 2016,1472595241,68
Tue Aug 30 18:16:01 EDT 2016,1472595361,66
Tue Aug 30 18:18:01 EDT 2016,1472595481,64
Tue Aug 30 18:20:01 EDT 2016,1472595601,63
Tue Aug 30 18:22:01 EDT 2016,1472595721,61
Tue Aug 30 18:24:01 EDT 2016,1472595841,60
Tue Aug 30 18:26:01 EDT 2016,1472595961,58
Tue Aug 30 18:28:01 EDT 2016,1472596081,56
Tue Aug 30 18:30:01 EDT 2016,1472596201,54
Tue Aug 30 18:32:01 EDT 2016,1472596321,56
Tue Aug 30 18:34:01 EDT 2016,1472596441,58
Tue Aug 30 18:36:01 EDT 2016,1472596561,60
Tue Aug 30 18:38:01 EDT 2016,1472596681,62
Tue Aug 30 18:40:01 EDT 2016,1472596801,64
Tue Aug 30 18:42:01 EDT 2016,1472596921,66
Tue Aug 30 18:44:01 EDT 2016,1472597041,68
Tue Aug 30 18:46:01 EDT 2016,1472597161,70
Tue Aug 30 18:48:01 EDT 2016,1472597281,72
Tue Aug 30 18:50:01 EDT 2016,1472597401,74
Tue Aug 30 18:52:01 EDT 2016,1472597521,76
Tue Aug 30 18:54:01 EDT 2016,1472597641,78
Tue Aug 30 18:57:56 EDT 2016,1472597876,77
Tue Aug 30 18:58:01 EDT 2016,1472597881,77
Tue Aug 30 19:00:01 EDT 2016,1472598001,76
Tue Aug 30 19:02:01 EDT 2016,1472598121,76
Tue Aug 30 19:04:01 EDT 2016,1472598241,75
Tue Aug 30 19:06:01 EDT 2016,1472598361,74
Tue Aug 30 19:08:01 EDT 2016,1472598481,73
Tue Aug 30 19:10:01 EDT 2016,1472598601,72
Tue Aug 30 19:12:01 EDT 2016,1472598721,71
Tue Aug 30 19:14:01 EDT 2016,1472598841,71
Tue Aug 30 19:16:01 EDT 2016,1472598961,70
Tue Aug 30 19:18:01 EDT 2016,1472599081,69
Tue Aug 30 19:20:01 EDT 2016,1472599201,68
Tue Aug 30 19:22:01 EDT 2016,1472599321,67
Tue Aug 30 19:24:01 EDT 2016,1472599441,66
Tue Aug 30 19:26:01 EDT 2016,1472599561,66
Tue Aug 30 19:28:01 EDT 2016,1472599681,65
Tue Aug 30 19:30:01 EDT 2016,1472599801,64
Tue Aug 30 19:32:01 EDT 2016,1472599921,63
Tue Aug 30 19:34:01 EDT 2016,1472600041,62
Tue Aug 30 19:36:01 EDT 2016,1472600161,61
Tue Aug 30 19:38:01 EDT 2016,1472600281,60
Tue Aug 30 19:40:01 EDT 2016,1472600401,59
Tue Aug 30 19:42:01 EDT 2016,1472600521,59
Tue Aug 30 19:44:01 EDT 2016,1472600641,58
Tue Aug 30 19:46:01 EDT 2016,1472600761,57
Tue Aug 30 19:48:01 EDT 2016,1472600881,56
Tue Aug 30 19:50:01 EDT 2016,1472601001,55
Tue Aug 30 19:52:01 EDT 2016,1472601121,54
Tue Aug 30 19:54:01 EDT 2016,1472601241,53
Tue Aug 30 19:56:01 EDT 2016,1472601361,52
Tue Aug 30 19:58:01 EDT 2016,1472601481,52
Tue Aug 30 20:00:01 EDT 2016,1472601601,51
Tue Aug 30 20:02:01 EDT 2016,1472601721,50
Tue Aug 30 20:04:02 EDT 2016,1472601842,49
Tue Aug 30 20:06:01 EDT 2016,1472601961,48
Tue Aug 30 20:08:01 EDT 2016,1472602081,47
Tue Aug 30 20:10:01 EDT 2016,1472602201,46
Tue Aug 30 20:12:01 EDT 2016,1472602321,45
Tue Aug 30 20:14:01 EDT 2016,1472602441,45
Tue Aug 30 20:16:01 EDT 2016,1472602561,44
Tue Aug 30 20:18:01 EDT 2016,1472602681,43
Tue Aug 30 20:20:01 EDT 2016,1472602801,42
Tue Aug 30 20:22:01 EDT 2016,1472602921,41
Tue Aug 30 20:24:01 EDT 2016,1472603041,40
Tue Aug 30 20:26:01 EDT 2016,1472603161,39
Tue Aug 30 20:28:01 EDT 2016,1472603281,38
Tue Aug 30 20:30:01 EDT 2016,1472603401,37
Tue Aug 30 20:32:01 EDT 2016,1472603521,37
Tue Aug 30 20:34:01 EDT 2016,1472603641,36
Tue Aug 30 20:36:01 EDT 2016,1472603761,35
Tue Aug 30 20:38:01 EDT 2016,1472603881,34
Tue Aug 30 20:40:01 EDT 2016,1472604001,33
Tue Aug 30 20:42:01 EDT 2016,1472604121,32
Tue Aug 30 20:44:01 EDT 2016,1472604241,31
Tue Aug 30 20:46:01 EDT 2016,1472604361,30
Tue Aug 30 20:48:01 EDT 2016,1472604481,29
Tue Aug 30 20:50:01 EDT 2016,1472604601,29
Tue Aug 30 20:52:01 EDT 2016,1472604721,28
Tue Aug 30 20:54:01 EDT 2016,1472604841,27
Tue Aug 30 20:56:01 EDT 2016,1472604961,26
Tue Aug 30 20:58:01 EDT 2016,1472605081,25
Tue Aug 30 21:18:01 EDT 2016,1472606281,22
Wed Aug 31 07:16:01 EDT 2016,1472642161,38
Wed Aug 31 07:18:01 EDT 2016,1472642281,36
Wed Aug 31 07:20:01 EDT 2016,1472642401,35
Wed Aug 31 07:22:01 EDT 2016,1472642521,34
Wed Aug 31 07:24:01 EDT 2016,1472642641,33
Wed Aug 31 07:26:01 EDT 2016,1472642761,32
Wed Aug 31 07:28:01 EDT 2016,1472642881,30
Wed Aug 31 07:30:01 EDT 2016,1472643001,29
Wed Aug 31 07:32:01 EDT 2016,1472643121,27
Wed Aug 31 07:34:01 EDT 2016,1472643241,26
Wed Aug 31 07:36:01 EDT 2016,1472643361,25
Wed Aug 31 07:38:02 EDT 2016,1472643482,23
Wed Aug 31 07:40:01 EDT 2016,1472643601,22
Wed Aug 31 07:42:01 EDT 2016,1472643721,21
Wed Aug 31 07:44:01 EDT 2016,1472643841,19
Wed Aug 31 07:46:01 EDT 2016,1472643961,18
Wed Aug 31 07:48:01 EDT 2016,1472644081,17
Wed Aug 31 07:50:01 EDT 2016,1472644201,15
Wed Aug 31 07:52:01 EDT 2016,1472644321,14
Wed Aug 31 08:12:01 EDT 2016,1472645521,33
Wed Aug 31 08:14:01 EDT 2016,1472645641,32
Wed Aug 31 08:16:01 EDT 2016,1472645761,31
Wed Aug 31 08:18:01 EDT 2016,1472645881,29
Wed Aug 31 08:20:01 EDT 2016,1472646001,28
Wed Aug 31 08:22:01 EDT 2016,1472646121,27
Wed Aug 31 08:24:01 EDT 2016,1472646241,25
Wed Aug 31 08:26:01 EDT 2016,1472646361,24
Wed Aug 31 08:28:01 EDT 2016,1472646481,23
